-50,-100,-149,-200,-50,-99,-149,-199
-50,-99,-150,-199,-50,-99,-149,-199
-49,-99,-149,-199,-50,-99,-149,-199
-49,-100,-151,-200,-50,-100,-150,-200
-50,-101,-150,-200,-50,-101,-150,-201
-51,-100,-151,-201,-50,-101,-150,-201
-51,-101,-150,-201,-51,-101,-151,-201
-51,-101,-150,-201,-51,-101,-151,-200
-51,-100,-151,-200,-51,-100,-150,-200
-50,-100,-150,-200,-50,-100,-150,-199
-50,-99,-150,-199,-50,-100,-150,-199
-51,-99,-149,-200,-50,-99,-149,-200
-50,-99,-149,-200,-50,-100,-150,-201
-51,-100,-150,-200,-51,-100,-150,-201
-50,-100,-150,-200,-50,-100,-151,-200
-50,-100,-151,-200,-51,-100,-151,-200
-49,-99,-151,-198,-50,-99,-151,-199
-50,-99,-150,-198,-50,-99,-150,-199
-50,-100,-150,-199,-50,-100,-150,-200
-50,-101,-150,-200,-50,-101,-149,-200
-49,-101,-149,-201,-49,-100,-149,-201
-49,-101,-150,-201,-50,-101,-149,-201
-50,-101,-150,-201,-50,-101,-150,-201
-51,-100,-150,-200,-51,-100,-150,-200
-50,-100,-150,-199,-50,-100,-150,-200
-50,-99,-150,-199,-50,-99,-151,-199
-50,-99,-150,-200,-50,-99,-150,-200
-50,-99,-150,-201,-50,-99,-150,-200
-50,-100,-150,-200,-50,-100,-150,-199
-50,-100,-150,-200,-50,-99,-150,-200
-50,-99,-150,-200,-51,-100,-150,-199
-50,-100,-150,-199,-50,-99,-150,-199
-49,-99,-149,-199,-49,-99,-149,-199
-49,-100,-150,-200,-49,-100,-150,-200
-50,-101,-150,-200,-50,-101,-150,-200
-50,-100,-151,-201,-50,-101,-151,-201
-51,-101,-151,-201,-51,-101,-151,-201
-51,-101,-150,-201,-51,-101,-150,-200
-50,-100,-150,-200,-51,-100,-150,-200
-50,-100,-149,-200,-50,-100,-149,-199
-50,-99,-149,-199,-50,-100,-149,-199
-51,-99,-149,-200,-50,-99,-150,-200
-50,-99,-150,-200,-50,-100,-149,-200
-50,-100,-150,-200,-50,-100,-150,-200
-50,-99,-150,-199,-50,-100,-150,-200
-50,-100,-151,-199,-50,-100,-151,-200
-49,-99,-150,-198,-49,-99,-150,-199
-49,-99,-151,-198,-49,-100,-150,-199
-49,-100,-151,-200,-49,-100,-151,-199
-49,-101,-150,-201,-50,-101,-150,-200
-50,-100,-149,-201,-50,-100,-150,-200
-50,-101,-149,-201,-50,-101,-149,-200
-50,-101,-149,-201,-50,-101,-150,-201
-50,-100,-150,-199,-50,-100,-150,-200
-50,-100,-150,-199,-50,-100,-150,-200
-50,-99,-152,-199,-50,-99,-152,-199
-50,-99,-151,-200,-50,-99,-151,-200
-50,-99,-150,-200,-50,-99,-150,-200
-50,-100,-149,-200,-50,-100,-149,-200
-50,-100,-149,-200,-50,-99,-149,-200
-50,-99,-149,-200,-50,-100,-149,-200
-50,-100,-150,-199,-50,-99,-150,-199
-50,-99,-150,-199,-49,-99,-149,-199
-50,-100,-150,-200,-49,-100,-150,-200
-50,-101,-150,-200,-50,-101,-150,-200
-50,-101,-151,-201,-51,-100,-150,-201
-51,-101,-150,-201,-51,-101,-150,-201
-51,-100,-150,-201,-51,-101,-151,-201
-50,-100,-151,-200,-51,-100,-150,-200
-50,-100,-150,-200,-50,-100,-150,-200
-49,-100,-150,-200,-50,-100,-149,-199
-50,-100,-149,-200,-50,-100,-150,-200
-50,-100,-149,-200,-50,-100,-149,-200
-51,-100,-150,-199,-51,-100,-150,-200
-50,-100,-150,-199,-50,-100,-150,-199
-50,-100,-151,-199,-50,-100,-152,-199
-50,-99,-151,-199,-49,-99,-151,-199
-50,-99,-150,-199,-50,-99,-150,-198
-50,-99,-149,-200,-50,-99,-150,-199
-50,-101,-149,-200,-50,-100,-149,-200
-50,-100,-149,-200,-49,-100,-149,-201
-49,-101,-150,-201,-49,-101,-150,-201
-50,-101,-149,-200,-50,-101,-149,-201
-50,-100,-150,-200,-51,-101,-150,-201
-50,-100,-150,-199,-50,-100,-150,-200
-51,-99,-150,-199,-51,-99,-150,-200
-50,-99,-151,-200,-50,-99,-150,-200
-50,-99,-151,-200,-50,-99,-151,-200
-50,-100,-150,-200,-50,-100,-151,-200
-50,-100,-150,-199,-50,-100,-150,-200
-50,-100,-150,-200,-51,-99,-150,-200
-50,-99,-149,-200,-50,-99,-150,-199
-49,-99,-150,-200,-49,-99,-150,-199
-50,-100,-151,-200,-49,-99,-150,-200
-50,-101,-150,-200,-50,-101,-150,-200
-50,-101,-151,-200,-50,-101,-151,-201
-51,-101,-151,-201,-51,-101,-150,-201
-51,-101,-150,-201,-51,-101,-150,-201
-50,-100,-150,-200,-51,-100,-149,-200
-50,-100,-150,-200,-50,-100,-149,-199
-50,-100,-149,-200,-50,-100,-149,-199
-50,-99,-150,-200,-50,-99,-149,-200
-50,-99,-149,-199,-50,-100,-150,-200
-51,-100,-150,-199,-51,-100,-150,-199
-51,-100,-150,-199,-51,-100,-150,-199
-50,-100,-150,-199,-50,-100,-150,-199
-49,-99,-150,-199,-49,-99,-150,-199
-49,-99,-151,-199,-50,-100,-151,-199
-50,-100,-151,-199,-50,-100,-151,-200
-50,-100,-150,-200,-50,-101,-150,-200
-49,-100,-150,-200,-49,-100,-150,-200
-49,-101,-150,-201,-50,-101,-149,-201
-50,-101,-149,-200,-50,-101,-150,-201
-51,-101,-150,-200,-50,-100,-150,-201
-50,-100,-150,-199,-50,-100,-150,-200
-50,-99,-151,-199,-50,-99,-151,-199
-50,-99,-150,-200,-50,-99,-150,-200
-50,-99,-150,-200,-50,-99,-150,-200
-50,-100,-149,-199,-50,-100,-149,-200
-50,-99,-149,-199,-50,-99,-149,-200
-50,-99,-149,-199,-50,-100,-149,-200
-50,-99,-149,-199,-50,-99,-150,-200
-50,-99,-149,-200,-50,-99,-149,-200
-50,-99,-150,-200,-49,-100,-150,-200
-50,-101,-150,-200,-50,-101,-150,-200
-50,-100,-151,-201,-51,-101,-150,-200
-50,-101,-150,-201,-51,-101,-151,-201
-51,-101,-150,-201,-51,-101,-151,-201
-51,-100,-151,-201,-51,-100,-151,-200
-50,-100,-150,-200,-50,-100,-150,-200
-50,-100,-150,-200,-50,-100,-150,-199
-50,-99,-149,-200,-50,-99,-149,-199
-50,-99,-150,-200,-50,-100,-150,-199
-51,-100,-150,-199,-51,-100,-151,-199
-50,-100,-150,-199,-50,-99,-150,-199
-50,-100,-151,-199,-50,-100,-151,-199
-50,-99,-150,-199,-49,-99,-151,-199
-50,-99,-150,-200,-50,-99,-150,-200
-50,-99,-149,-200,-50,-100,-149,-200
-50,-101,-149,-200,-50,-100,-149,-200
-49,-100,-149,-200,-50,-100,-149,-200
-49,-101,-150,-201,-49,-101,-150,-200
-50,-101,-150,-200,-50,-101,-149,-201
-50,-100,-151,-200,-50,-101,-150,-200
-50,-100,-150,-199,-50,-100,-150,-199
-50,-99,-150,-199,-51,-99,-150,-200
-50,-99,-151,-200,-50,-99,-150,-200
-50,-100,-150,-200,-50,-99,-151,-200
-50,-100,-151,-199,-50,-100,-150,-199
-50,-100,-150,-199,-50,-99,-150,-199
-51,-100,-150,-199,-51,-99,-150,-199
-50,-99,-149,-200,-50,-99,-150,-200
-49,-99,-150,-200,-49,-99,-149,-200
-50,-100,-150,-200,-50,-100,-150,-200
-50,-101,-150,-200,-50,-101,-150,-200
